customer_external_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_dob,customer_country,customer_is_active,order_external_id,order_date,order_status,order_shipping_address,order_country,order_is_priority,product_sku,product_name,product_price,order_item_quantity,audit_action,audit_notes
CUST-001679,First1679,Last1679,user1679@example.com,+64267052884,1982-05-22,NZ,1,ORD-00001250,2024-11-26,SHIPPED,"#84 Queen St, Auckland",NZ,0,SKU-18761,Product-18761,487.05,1,ORDER_IMPORTED,Bulk CSV import
CUST-001679,First1679,Last1679,user1679@example.com,+64267052884,1982-05-22,NZ,1,ORD-00001250,2024-11-26,SHIPPED,"#84 Queen St, Auckland",NZ,0,SKU-48854,Product-48854,223.06,4,ORDER_IMPORTED,Bulk CSV import
CUST-001679,First1679,Last1679,user1679@example.com,+64267052884,1982-05-22,NZ,1,ORD-00001250,2024-11-26,SHIPPED,"#84 Queen St, Auckland",NZ,0,SKU-19312,Product-19312,240.94,3,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001251,2024-11-23,PAID,"#91 Queen St, Auckland",NZ,0,SKU-04822,Product-4822,467.59,1,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001251,2024-11-23,PAID,"#91 Queen St, Auckland",NZ,0,SKU-22306,Product-22306,494.75,2,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001252,2024-04-27,CREATED,"#85 Queen St, Auckland",NZ,0,SKU-47235,Product-47235,495.04,2,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001252,2024-04-27,CREATED,"#85 Queen St, Auckland",NZ,0,SKU-04776,Product-4776,24.14,3,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001252,2024-04-27,CREATED,"#85 Queen St, Auckland",NZ,0,SKU-02687,Product-2687,291.59,3,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001252,2024-04-27,CREATED,"#85 Queen St, Auckland",NZ,0,SKU-07436,Product-7436,372.61,4,ORDER_IMPORTED,Bulk CSV import
CUST-000529,First529,Last529,user529@example.com,+64283300723,1972-07-09,NZ,1,ORD-00001252,2024-04-27,CREATED,"#85 Queen St, Auckland",NZ,0,SKU-38615,Product-38615,404.40,1,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001253,2024-07-24,SHIPPED,"#13 Queen St, Auckland",NZ,0,SKU-47525,Product-47525,279.24,4,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001253,2024-07-24,SHIPPED,"#13 Queen St, Auckland",NZ,0,SKU-10105,Product-10105,283.66,2,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001253,2024-07-24,SHIPPED,"#13 Queen St, Auckland",NZ,0,SKU-05618,Product-5618,266.91,1,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001253,2024-07-24,SHIPPED,"#13 Queen St, Auckland",NZ,0,SKU-27701,Product-27701,314.94,4,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001254,2024-04-28,PAID,"#17 Queen St, Auckland",NZ,0,SKU-46968,Product-46968,252.12,4,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001254,2024-04-28,PAID,"#17 Queen St, Auckland",NZ,0,SKU-26537,Product-26537,92.79,2,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001254,2024-04-28,PAID,"#17 Queen St, Auckland",NZ,0,SKU-07818,Product-7818,232.16,3,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001255,2025-03-31,PAID,"#94 Queen St, Auckland",NZ,0,SKU-37655,Product-37655,19.07,1,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001255,2025-03-31,PAID,"#94 Queen St, Auckland",NZ,0,SKU-00979,Product-979,482.87,2,ORDER_IMPORTED,Bulk CSV import
CUST-001388,First1388,Last1388,user1388@example.com,+64200500345,1986-09-27,NZ,1,ORD-00001255,2025-03-31,PAID,"#94 Queen St, Auckland",NZ,0,SKU-41309,Product-41309,82.73,3,ORDER_IMPORTED,Bulk CSV import
CUST-000902,First902,Last902,user902@example.com,+64261628882,1983-11-28,NZ,1,ORD-00001256,2023-05-13,CREATED,"#30 Queen St, Auckland",NZ,0,SKU-36396,Product-36396,314.42,4,ORDER_IMPORTED,Bulk CSV import
CUST-000902,First902,Last902,user902@example.com,+64261628882,1983-11-28,NZ,1,ORD-00001256,2023-05-13,CREATED,"#30 Queen St, Auckland",NZ,0,SKU-47993,Product-47993,499.56,3,ORDER_IMPORTED,Bulk CSV import
CUST-001959,First1959,Last1959,user1959@example.com,+64215917910,1976-04-25,NZ,1,ORD-00001257,2025-05-09,CREATED,"#134 Queen St, Auckland",NZ,0,SKU-37120,Product-37120,281.71,1,ORDER_IMPORTED,Bulk CSV import
CUST-001959,First1959,Last1959,user1959@example.com,+64215917910,1976-04-25,NZ,1,ORD-00001257,2025-05-09,CREATED,"#134 Queen St, Auckland",NZ,0,SKU-25813,Product-25813,34.73,4,ORDER_IMPORTED,Bulk CSV import
CUST-001959,First1959,Last1959,user1959@example.com,+64215917910,1976-04-25,NZ,1,ORD-00001257,2025-05-09,CREATED,"#134 Queen St, Auckland",NZ,0,SKU-45901,Product-45901,110.90,2,ORDER_IMPORTED,Bulk CSV import
CUST-001959,First1959,Last1959,user1959@example.com,+64215917910,1976-04-25,NZ,1,ORD-00001257,2025-05-09,CREATED,"#134 Queen St, Auckland",NZ,0,SKU-06968,Product-6968,460.09,3,ORDER_IMPORTED,Bulk CSV import
CUST-001959,First1959,Last1959,user1959@example.com,+64215917910,1976-04-25,NZ,1,ORD-00001257,2025-05-09,CREATED,"#134 Queen St, Auckland",NZ,0,SKU-39695,Product-39695,471.33,2,ORDER_IMPORTED,Bulk CSV import
CUST-000883,First883,Last883,user883@example.com,+64221076526,1978-02-10,NZ,1,ORD-00001258,2023-08-08,CREATED,"#122 Queen St, Auckland",NZ,0,SKU-48004,Product-48004,345.35,3,ORDER_IMPORTED,Bulk CSV import
CUST-001051,First1051,Last1051,user1051@example.com,+64255576768,1971-08-01,NZ,1,ORD-00001259,2023-02-12,CREATED,"#47 Queen St, Auckland",NZ,0,SKU-03422,Product-3422,137.73,4,ORDER_IMPORTED,Bulk CSV import
CUST-001051,First1051,Last1051,user1051@example.com,+64255576768,1971-08-01,NZ,1,ORD-00001259,2023-02-12,CREATED,"#47 Queen St, Auckland",NZ,0,SKU-45369,Product-45369,33.45,3,ORDER_IMPORTED,Bulk CSV import
CUST-001051,First1051,Last1051,user1051@example.com,+64255576768,1971-08-01,NZ,1,ORD-00001259,2023-02-12,CREATED,"#47 Queen St, Auckland",NZ,0,SKU-06087,Product-6087,156.10,4,ORDER_IMPORTED,Bulk CSV import
CUST-000291,First291,Last291,user291@example.com,+64290409708,1997-06-04,NZ,1,ORD-00001260,2024-05-29,SHIPPED,"#45 Queen St, Auckland",NZ,0,SKU-26868,Product-26868,376.57,3,ORDER_IMPORTED,Bulk CSV import
CUST-000291,First291,Last291,user291@example.com,+64290409708,1997-06-04,NZ,1,ORD-00001260,2024-05-29,SHIPPED,"#45 Queen St, Auckland",NZ,0,SKU-48360,Product-48360,341.58,1,ORDER_IMPORTED,Bulk CSV import
CUST-000291,First291,Last291,user291@example.com,+64290409708,1997-06-04,NZ,1,ORD-00001260,2024-05-29,SHIPPED,"#45 Queen St, Auckland",NZ,0,SKU-28998,Product-28998,370.28,3,ORDER_IMPORTED,Bulk CSV import
CUST-000291,First291,Last291,user291@example.com,+64290409708,1997-06-04,NZ,1,ORD-00001260,2024-05-29,SHIPPED,"#45 Queen St, Auckland",NZ,0,SKU-18603,Product-18603,492.49,3,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001261,2023-05-30,CREATED,"#72 Queen St, Auckland",NZ,0,SKU-26923,Product-26923,61.73,3,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001261,2023-05-30,CREATED,"#72 Queen St, Auckland",NZ,0,SKU-19710,Product-19710,229.61,1,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001261,2023-05-30,CREATED,"#72 Queen St, Auckland",NZ,0,SKU-35759,Product-35759,355.03,1,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001261,2023-05-30,CREATED,"#72 Queen St, Auckland",NZ,0,SKU-38307,Product-38307,255.29,4,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001262,2023-12-24,PAID,"#104 Queen St, Auckland",NZ,0,SKU-24697,Product-24697,415.64,4,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001262,2023-12-24,PAID,"#104 Queen St, Auckland",NZ,0,SKU-45942,Product-45942,347.74,1,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001263,2023-12-21,SHIPPED,"#128 Queen St, Auckland",NZ,0,SKU-01942,Product-1942,14.58,1,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001263,2023-12-21,SHIPPED,"#128 Queen St, Auckland",NZ,0,SKU-05433,Product-5433,309.05,3,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001263,2023-12-21,SHIPPED,"#128 Queen St, Auckland",NZ,0,SKU-32338,Product-32338,286.40,1,ORDER_IMPORTED,Bulk CSV import
CUST-001366,First1366,Last1366,user1366@example.com,+64296178797,1968-10-17,NZ,1,ORD-00001263,2023-12-21,SHIPPED,"#128 Queen St, Auckland",NZ,0,SKU-16948,Product-16948,160.73,4,ORDER_IMPORTED,Bulk CSV import
