customer_external_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_dob,customer_country,customer_is_active,order_external_id,order_date,order_status,order_shipping_address,order_country,order_is_priority,product_sku,product_name,product_price,order_item_quantity,audit_action,audit_notes
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003337,2023-06-10,SHIPPED,"#42 Queen St, Auckland",NZ,0,SKU-32323,Product-32323,492.48,1,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003337,2023-06-10,SHIPPED,"#42 Queen St, Auckland",NZ,0,SKU-22347,Product-22347,34.59,2,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003337,2023-06-10,SHIPPED,"#42 Queen St, Auckland",NZ,0,SKU-03531,Product-3531,35.66,3,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003337,2023-06-10,SHIPPED,"#42 Queen St, Auckland",NZ,0,SKU-32967,Product-32967,75.81,3,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003338,2025-12-12,PAID,"#146 Queen St, Auckland",NZ,0,SKU-44153,Product-44153,24.17,2,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003338,2025-12-12,PAID,"#146 Queen St, Auckland",NZ,0,SKU-35857,Product-35857,206.83,3,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003338,2025-12-12,PAID,"#146 Queen St, Auckland",NZ,0,SKU-00246,Product-246,247.46,1,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003338,2025-12-12,PAID,"#146 Queen St, Auckland",NZ,0,SKU-39764,Product-39764,200.65,1,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003338,2025-12-12,PAID,"#146 Queen St, Auckland",NZ,0,SKU-16616,Product-16616,391.36,4,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003339,2024-03-25,SHIPPED,"#30 Queen St, Auckland",NZ,0,SKU-01516,Product-1516,448.79,1,ORDER_IMPORTED,Bulk CSV import
CUST-000542,First542,Last542,user542@example.com,+64284304458,2000-04-13,NZ,1,ORD-00003339,2024-03-25,SHIPPED,"#30 Queen St, Auckland",NZ,0,SKU-44796,Product-44796,217.51,1,ORDER_IMPORTED,Bulk CSV import
CUST-001042,First1042,Last1042,user1042@example.com,+64265053719,1981-07-25,NZ,1,ORD-00003340,2025-01-23,PAID,"#192 Queen St, Auckland",NZ,0,SKU-15625,Product-15625,50.81,1,ORDER_IMPORTED,Bulk CSV import
CUST-001042,First1042,Last1042,user1042@example.com,+64265053719,1981-07-25,NZ,1,ORD-00003340,2025-01-23,PAID,"#192 Queen St, Auckland",NZ,0,SKU-39900,Product-39900,472.28,2,ORDER_IMPORTED,Bulk CSV import
CUST-001042,First1042,Last1042,user1042@example.com,+64265053719,1981-07-25,NZ,1,ORD-00003340,2025-01-23,PAID,"#192 Queen St, Auckland",NZ,0,SKU-23016,Product-23016,93.47,4,ORDER_IMPORTED,Bulk CSV import
CUST-001042,First1042,Last1042,user1042@example.com,+64265053719,1981-07-25,NZ,1,ORD-00003340,2025-01-23,PAID,"#192 Queen St, Auckland",NZ,0,SKU-40508,Product-40508,345.85,3,ORDER_IMPORTED,Bulk CSV import
CUST-001042,First1042,Last1042,user1042@example.com,+64265053719,1981-07-25,NZ,1,ORD-00003340,2025-01-23,PAID,"#192 Queen St, Auckland",NZ,0,SKU-49185,Product-49185,214.81,4,ORDER_IMPORTED,Bulk CSV import
CUST-000628,First628,Last628,user628@example.com,+64299978782,1979-08-02,NZ,1,ORD-00003341,2023-02-02,PAID,"#67 Queen St, Auckland",NZ,0,SKU-00275,Product-275,425.30,3,ORDER_IMPORTED,Bulk CSV import
CUST-000628,First628,Last628,user628@example.com,+64299978782,1979-08-02,NZ,1,ORD-00003341,2023-02-02,PAID,"#67 Queen St, Auckland",NZ,0,SKU-15107,Product-15107,159.04,4,ORDER_IMPORTED,Bulk CSV import
CUST-000628,First628,Last628,user628@example.com,+64299978782,1979-08-02,NZ,1,ORD-00003341,2023-02-02,PAID,"#67 Queen St, Auckland",NZ,0,SKU-40348,Product-40348,403.20,4,ORDER_IMPORTED,Bulk CSV import
CUST-000628,First628,Last628,user628@example.com,+64299978782,1979-08-02,NZ,1,ORD-00003341,2023-02-02,PAID,"#67 Queen St, Auckland",NZ,0,SKU-41612,Product-41612,430.94,1,ORDER_IMPORTED,Bulk CSV import
CUST-000628,First628,Last628,user628@example.com,+64299978782,1979-08-02,NZ,1,ORD-00003341,2023-02-02,PAID,"#67 Queen St, Auckland",NZ,0,SKU-00991,Product-991,350.55,3,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003342,2025-09-08,SHIPPED,"#32 Queen St, Auckland",NZ,1,SKU-26302,Product-26302,113.32,2,ORDER_IMPORTED,Bulk CSV import
CUST-001372,First1372,Last1372,user1372@example.com,+64275500691,1975-03-15,NZ,1,ORD-00003343,2025-08-25,PAID,"#82 Queen St, Auckland",NZ,0,SKU-17374,Product-17374,264.26,1,ORDER_IMPORTED,Bulk CSV import
CUST-001372,First1372,Last1372,user1372@example.com,+64275500691,1975-03-15,NZ,1,ORD-00003343,2025-08-25,PAID,"#82 Queen St, Auckland",NZ,0,SKU-17500,Product-17500,146.02,3,ORDER_IMPORTED,Bulk CSV import
CUST-001372,First1372,Last1372,user1372@example.com,+64275500691,1975-03-15,NZ,1,ORD-00003344,2025-11-11,PAID,"#72 Queen St, Auckland",NZ,0,SKU-41973,Product-41973,433.71,4,ORDER_IMPORTED,Bulk CSV import
CUST-000780,First780,Last780,user780@example.com,+64213403808,1969-06-14,NZ,1,ORD-00003345,2025-01-11,PAID,"#1 Queen St, Auckland",NZ,0,SKU-21073,Product-21073,382.84,4,ORDER_IMPORTED,Bulk CSV import
CUST-000780,First780,Last780,user780@example.com,+64213403808,1969-06-14,NZ,1,ORD-00003345,2025-01-11,PAID,"#1 Queen St, Auckland",NZ,0,SKU-15229,Product-15229,169.66,4,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003346,2025-10-07,CREATED,"#77 Queen St, Auckland",NZ,0,SKU-39598,Product-39598,265.65,3,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003346,2025-10-07,CREATED,"#77 Queen St, Auckland",NZ,0,SKU-14354,Product-14354,180.06,2,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003346,2025-10-07,CREATED,"#77 Queen St, Auckland",NZ,0,SKU-47086,Product-47086,240.83,4,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003346,2025-10-07,CREATED,"#77 Queen St, Auckland",NZ,0,SKU-43633,Product-43633,37.19,3,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003347,2024-01-29,PAID,"#59 Queen St, Auckland",NZ,0,SKU-43637,Product-43637,215.26,1,ORDER_IMPORTED,Bulk CSV import
CUST-001225,First1225,Last1225,user1225@example.com,+64215675252,1980-04-02,NZ,1,ORD-00003347,2024-01-29,PAID,"#59 Queen St, Auckland",NZ,0,SKU-40622,Product-40622,473.02,4,ORDER_IMPORTED,Bulk CSV import
CUST-000277,First277,Last277,user277@example.com,+64290288718,1997-12-20,NZ,1,ORD-00003348,2025-11-09,SHIPPED,"#69 Queen St, Auckland",NZ,0,SKU-43689,Product-43689,323.83,3,ORDER_IMPORTED,Bulk CSV import
CUST-000277,First277,Last277,user277@example.com,+64290288718,1997-12-20,NZ,1,ORD-00003348,2025-11-09,SHIPPED,"#69 Queen St, Auckland",NZ,0,SKU-10615,Product-10615,36.15,4,ORDER_IMPORTED,Bulk CSV import
CUST-000277,First277,Last277,user277@example.com,+64290288718,1997-12-20,NZ,1,ORD-00003348,2025-11-09,SHIPPED,"#69 Queen St, Auckland",NZ,0,SKU-30526,Product-30526,204.90,2,ORDER_IMPORTED,Bulk CSV import
CUST-001190,First1190,Last1190,user1190@example.com,+64249410570,1980-10-19,NZ,1,ORD-00003349,2025-10-18,PAID,"#174 Queen St, Auckland",NZ,0,SKU-48005,Product-48005,151.90,2,ORDER_IMPORTED,Bulk CSV import
CUST-001190,First1190,Last1190,user1190@example.com,+64249410570,1980-10-19,NZ,1,ORD-00003349,2025-10-18,PAID,"#174 Queen St, Auckland",NZ,0,SKU-47523,Product-47523,367.91,2,ORDER_IMPORTED,Bulk CSV import
CUST-001190,First1190,Last1190,user1190@example.com,+64249410570,1980-10-19,NZ,1,ORD-00003349,2025-10-18,PAID,"#174 Queen St, Auckland",NZ,0,SKU-48741,Product-48741,38.54,4,ORDER_IMPORTED,Bulk CSV import
CUST-001190,First1190,Last1190,user1190@example.com,+64249410570,1980-10-19,NZ,1,ORD-00003349,2025-10-18,PAID,"#174 Queen St, Auckland",NZ,0,SKU-43296,Product-43296,384.23,2,ORDER_IMPORTED,Bulk CSV import
CUST-001190,First1190,Last1190,user1190@example.com,+64249410570,1980-10-19,NZ,1,ORD-00003350,2023-09-22,PAID,"#131 Queen St, Auckland",NZ,0,SKU-18111,Product-18111,509.44,2,ORDER_IMPORTED,Bulk CSV import
CUST-001190,First1190,Last1190,user1190@example.com,+64249410570,1980-10-19,NZ,1,ORD-00003350,2023-09-22,PAID,"#131 Queen St, Auckland",NZ,0,SKU-03272,Product-3272,83.47,3,ORDER_IMPORTED,Bulk CSV import
